sentiment,emotion,urgency,topic,risk_indicator,customer_id
Neutral,Frustration,0.6,Billing,False,603
Positive,Confusion,0.3,Service Information,False,604
Neutral,Neutral,0.5,Billing,False,605
Neutral,Frustration,0.7,Service Information,False,606
Negative,Frustration,0.8,Complaint,True,607
Neutral,Confusion,0.7,Technical Support,False,608
Positive,Gratitude,0.0,Service Information,False,609
Neutral,Confusion,0.3,Service Information,False,610
Negative,Frustration,0.8,Complaint,True,611
Neutral,Confusion,0.7,Service Information,False,612
Positive,Neutral,0.6,Service Information,False,613
Negative,Frustration,0.8,Complaint,True,614
Positive,Gratitude,0.8,Service Information,False,615
Positive,Satisfaction,0.3,Technical Support,False,616
Neutral,Confusion,0.6,Technical Support,False,617
Positive,Satisfaction,0.3,Service Information,False,618
Neutral,Confusion,0.5,Technical Support,False,619
Positive,Satisfaction,0.2,Service Information,False,620
Neutral,Confusion,0.7,Service Information,False,621
Neutral,Neutral,0.5,Billing,False,622
Neutral,Confusion,0.7,Technical Support,False,623
Positive,Gratitude,0.2,Service Information,False,624
Negative,Frustration,0.8,Complaint,True,625
Negative,Frustration,0.7,Service Information,False,626
Positive,Neutral,0.5,Service Information,False,627
Neutral,Confusion,0.6,Technical Support,False,628
Positive,Satisfaction,0.5,Service Information,False,629
Positive,Satisfaction,0.3,Service Information,False,630
Neutral,Confusion,0.8,Service Information,False,631
Negative,Frustration,0.9,Complaint,True,632
Negative,Frustration,0.8,Complaint,True,633
Neutral,Neutral,0.5,Billing,False,634
Neutral,Neutral,0.8,Technical Support,False,635
Negative,Anger,0.9,Complaint,True,636
Neutral,Confusion,0.6,Technical Support,False,637
Negative,Frustration,0.8,Complaint,True,638
Positive,Satisfaction,0.1,Service Information,False,639
Positive,Satisfaction,0.3,Service Information,False,640
Negative,Frustration,0.8,Complaint,True,641
Positive,Satisfaction,0.3,Service Information,False,642
Positive,Satisfaction,0.6,Service Information,False,643
Positive,Satisfaction,0.5,Service Information,False,644
Neutral,Confusion,0.8,Technical Support,False,645
Positive,Satisfaction,0.2,Service Information,False,646
Negative,Frustration,0.7,Service Information,False,647
Positive,Satisfaction,1.0,Service Information,False,648
Neutral,Confusion,0.7,Technical Support,False,649
Neutral,Confusion,0.6,Technical Support,False,650
Positive,Neutral,0.3,Service Information,False,651
Positive,Satisfaction,0.3,Service Information,False,652
Neutral,Confusion,0.6,Technical Support,False,653
Neutral,Confusion,0.3,Service Information,False,654
Positive,Satisfaction,0.5,Service Information,False,655
Neutral,Confusion,0.6,Technical Support,False,656
Neutral,Confusion,0.7,Technical Support,False,657
Positive,Satisfaction,0.3,Service Information,False,658
Neutral,Confusion,0.6,Service Information,False,659
Neutral,Confusion,0.7,Technical Support,False,660
Negative,Frustration,0.8,Complaint,True,661
Positive,Satisfaction,0.7,Service Information,False,662
Positive,Satisfaction,0.5,Service Information,False,663
Negative,Frustration,0.8,Complaint,True,664
Neutral,Confusion,0.5,Technical Support,False,665
Neutral,Neutral,0.5,Billing,False,666
Positive,Neutral,0.5,Service Information,False,667
Neutral,Confusion,0.5,Service Information,False,668
Positive,Satisfaction,0.3,Service Information,False,669
Neutral,Confusion,0.7,Service Information,False,670
Positive,Gratitude,0.3,Service Information,False,671
Positive,Satisfaction,0.5,Service Information,False,672
Neutral,Confusion,0.6,Service Information,False,673
Positive,Gratitude,0.2,Service Information,False,674
Neutral,Confusion,0.7,Service Information,False,675
Negative,Frustration,0.8,Complaint,True,676
Neutral,Neutral,0.0,Complaint,False,677
Neutral,Confusion,0.7,Service Information,False,678
Neutral,Confusion,0.7,Billing,True,679
Positive,Satisfaction,1.0,Service Information,False,680
Negative,Confusion,0.8,Complaint,False,681
Positive,Neutral,0.6,Service Information,False,682
Neutral,Confusion,0.7,Service Information,False,683
Negative,Frustration,0.9,Complaint,True,684
Positive,Satisfaction,0.6,Service Information,False,685
Neutral,Confusion,0.6,Technical Support,False,686
Positive,Gratitude,0.2,Service Information,False,687
Neutral,Confusion,0.3,Service Information,False,688
Positive,Gratitude,0.5,Billing,False,689
Neutral,Confusion,0.6,Technical Support,False,690
Negative,Frustration,0.8,Technical Support,True,691
Negative,Frustration,0.8,Complaint,True,692
Negative,Frustration,0.8,Complaint,True,693
Neutral,Confusion,0.6,Technical Support,False,694
Neutral,Neutral,0.7,Service Information,False,695
Negative,Frustration,0.7,Technical Support,True,696
Negative,Frustration,0.7,Complaint,True,697
Positive,Satisfaction,0.5,Service Information,False,698
Positive,Satisfaction,0.3,Service Information,False,699
Neutral,Confusion,0.6,Billing,False,700
Positive,Gratitude,0.3,Service Information,False,701
Neutral,Confusion,0.6,Technical Support,False,702
Neutral,Confusion,0.7,Technical Support,False,703
Positive,Satisfaction,0.3,Service Information,False,704
Neutral,Confusion,0.7,Technical Support,False,705
Neutral,Confusion,0.6,Service Information,False,706
Negative,Frustration,0.7,Billing,True,707
Positive,Gratitude,0.3,Service Information,False,708
Neutral,Confusion,0.2,Service Information,False,709
Positive,Neutral,0.9,Technical Support,False,710
Neutral,Confusion,0.6,Technical Support,False,711
Positive,Satisfaction,0.0,Service Information,False,712
Positive,Neutral,0.2,Service Information,False,713
Positive,Neutral,0.3,Service Information,False,714
Negative,Anger,0.8,Complaint,True,715
Neutral,Confusion,0.7,Service Information,False,716
Positive,Gratitude,0.3,Service Information,False,717
Positive,Satisfaction,0.3,Service Information,False,718
Neutral,Neutral,0.5,Service Information,False,719
Positive,Satisfaction,0.8,Service Information,False,720
Neutral,Frustration,0.7,Complaint,True,721
Neutral,Confusion,0.6,Technical Support,False,722
Negative,Frustration,1.0,Complaint,True,723
Positive,Satisfaction,0.7,Service Information,False,724
Neutral,Neutral,0.5,Service Information,False,725
Positive,Gratitude,0.7,Complaint,True,726
Neutral,Confusion,0.6,Technical Support,False,727
Negative,Frustration,0.8,Complaint,True,728
Neutral,Confusion,0.4,Service Information,False,729
Positive,Satisfaction,0.5,Service Information,False,730
Positive,Neutral,0.5,Technical Support,False,731
Negative,Frustration,0.8,Complaint,True,732
Positive,Gratitude,0.3,Billing,False,733
Neutral,Confusion,0.5,Service Information,False,734
Negative,Frustration,1.0,Complaint,True,735
Positive,Gratitude,0.3,Service Information,False,736
Neutral,Confusion,0.3,Service Information,False,737
Positive,Neutral,0.3,Service Information,False,738
Neutral,Satisfaction,0.7,Service Information,False,739
Negative,Frustration,0.7,Service Information,False,740
Neutral,Confusion,0.7,Technical Support,False,741
Positive,Satisfaction,0.3,Service Information,False,742
Neutral,Confusion,0.6,Technical Support,False,743
Positive,Gratitude,0.0,Service Information,False,744
Positive,Satisfaction,0.5,Service Information,False,745
Positive,Gratitude,0.5,Service Information,False,746
Positive,Satisfaction,0.7,Service Information,False,747
Neutral,Confusion,0.5,Service Information,False,748
Neutral,Satisfaction,0.3,Service Information,False,749
Negative,Frustration,0.7,Complaint,True,750
Neutral,Confusion,0.7,Technical Support,False,751
Positive,Satisfaction,0.7,Service Information,False,752
Positive,Satisfaction,0.2,Service Information,False,753
Neutral,Confusion,0.6,Technical Support,False,754
Negative,Frustration,0.8,Technical Support,True,755
Neutral,Confusion,0.6,Technical Support,False,756
Positive,Gratitude,0.6,Service Information,False,757
Neutral,Confusion,0.6,Technical Support,False,758
Neutral,Confusion,0.3,Service Information,False,759
Neutral,Confusion,0.6,Technical Support,False,760
Positive,Satisfaction,0.6,Service Information,False,761
Neutral,Neutral,0.6,Service Information,False,762
Neutral,Confusion,0.5,Service Information,False,763
Negative,Frustration,0.8,Complaint,True,764
Positive,Satisfaction,0.2,Service Information,False,765
Positive,Gratitude,0.3,Billing,False,766
Neutral,Confusion,0.7,Service Information,False,767
Negative,Frustration,0.8,Technical Support,True,768
Negative,Confusion,0.6,Complaint,False,769
Positive,Satisfaction,0.5,Service Information,False,770
Positive,Satisfaction,0.3,Service Information,False,771
Positive,Neutral,0.5,Service Information,False,772
Positive,Gratitude,0.2,Service Information,False,773
Neutral,Confusion,0.7,Service Information,False,774
Positive,Satisfaction,0.2,Service Information,False,775
Neutral,Neutral,0.2,Service Information,False,776
Positive,Gratitude,0.7,Service Information,False,777
Negative,Frustration,0.9,Complaint,True,778
Neutral,Confusion,0.7,Technical Support,False,779
Neutral,Neutral,0.5,Billing,False,780
Neutral,Confusion,0.7,Technical Support,False,781
Neutral,Confusion,0.6,Technical Support,False,782
Neutral,Confusion,0.7,Technical Support,False,783
Neutral,Confusion,0.6,Service Information,False,784
Positive,Gratitude,0.3,Service Information,False,785
Positive,Gratitude,0.7,Service Information,False,786
Positive,Satisfaction,0.5,Service Information,False,787
Neutral,Confusion,0.7,Service Information,False,788
Positive,Neutral,0.3,Service Information,False,789
Positive,Satisfaction,0.5,Service Information,False,790
Neutral,Confusion,0.6,Technical Support,False,791
Neutral,Confusion,0.6,Technical Support,False,792
Positive,Neutral,0.3,Service Information,False,793
Neutral,Confusion,0.6,Service Information,False,794
Positive,Gratitude,0.2,Service Information,False,795
Positive,Gratitude,0.6,Service Information,False,796
Neutral,Confusion,0.6,Technical Support,False,797
Neutral,Neutral,0.5,Billing,False,798
Negative,Frustration,0.8,Complaint,True,799
Positive,Satisfaction,0.5,Service Information,False,800
Negative,Frustration,0.8,Complaint,True,801
Negative,Frustration,0.7,Service Information,False,802
Positive,Neutral,0.5,Service Information,False,803
Negative,Frustration,0.7,Complaint,True,804
Neutral,Confusion,0.7,Service Information,False,805
Positive,Neutral,0.5,Service Information,False,806
Neutral,Confusion,0.6,Technical Support,False,807
Neutral,Confusion,0.7,Service Information,False,808
Positive,Gratitude,0.4,Service Information,False,809
Negative,Anger,1.0,Complaint,True,810
Negative,Frustration,0.8,Complaint,True,811
Neutral,Satisfaction,0.3,Service Information,False,812
Negative,Frustration,0.7,Technical Support,True,813
Positive,Neutral,0.0,Service Information,False,814
Neutral,Confusion,0.7,Service Information,False,815
Neutral,Confusion,0.6,Service Information,False,816
Positive,Gratitude,0.0,Service Information,False,817
Negative,Frustration,0.8,Technical Support,True,818
Negative,Frustration,0.7,Complaint,True,819
Neutral,Confusion,0.6,Technical Support,False,820
Neutral,Confusion,0.7,Technical Support,False,821
Positive,Gratitude,0.3,Service Information,False,822
Positive,Satisfaction,0.9,Service Information,False,823
Positive,Satisfaction,0.2,Service Information,False,824
Positive,Satisfaction,0.2,Service Information,False,825
Neutral,Confusion,0.6,Technical Support,False,826
Neutral,Confusion,0.7,Service Information,False,827
Neutral,Confusion,0.6,Technical Support,False,828
Neutral,Confusion,0.6,Service Information,False,829
Negative,Anger,0.9,Complaint,True,830
Neutral,Neutral,0.5,Service Information,False,831
Neutral,Confusion,0.6,Technical Support,False,832
Negative,Frustration,0.8,Complaint,True,833
Neutral,Confusion,0.3,Service Information,False,834
Negative,Frustration,0.9,Complaint,True,835
Positive,Neutral,0.6,Technical Support,False,836
Positive,Satisfaction,0.5,Service Information,False,837
Neutral,Confusion,0.6,Technical Support,False,838
Positive,Satisfaction,0.5,Service Information,False,839
Negative,Frustration,0.7,Complaint,True,840
Neutral,Confusion,0.6,Service Information,False,841
Neutral,Confusion,0.6,Technical Support,False,842
Positive,Satisfaction,0.5,Service Information,False,843
Negative,Frustration,0.8,Complaint,True,844
Neutral,Confusion,0.6,Technical Support,False,845
Positive,Satisfaction,0.6,Service Information,False,846
Neutral,Confusion,0.6,Technical Support,False,847
Neutral,Confusion,0.6,Technical Support,False,848
Neutral,Confusion,0.7,Service Information,False,849
Positive,Gratitude,0.3,Service Information,False,850
Neutral,Confusion,0.6,Billing,False,851
Negative,Frustration,0.7,Billing,True,852
Neutral,Confusion,0.7,Technical Support,False,853
Neutral,Satisfaction,0.5,Service Information,False,854
Negative,Frustration,0.9,Complaint,True,855
Neutral,Confusion,0.6,Technical Support,False,856
Negative,Frustration,0.8,Billing,False,857
Positive,Satisfaction,0.6,Service Information,False,858
Neutral,Neutral,0.5,Billing,False,859
Positive,Frustration,0.8,Complaint,True,860
Neutral,Confusion,0.6,Service Information,False,861
Positive,Satisfaction,0.3,Service Information,False,862
Positive,Satisfaction,0.5,Service Information,False,863
Neutral,Confusion,0.6,Technical Support,False,864
Negative,Frustration,0.9,Complaint,True,865
Neutral,Confusion,0.7,Technical Support,False,866
Neutral,Confusion,0.6,Technical Support,False,867
Positive,Neutral,0.3,Service Information,False,868
Neutral,Confusion,0.6,Technical Support,False,869
Negative,Frustration,0.8,Complaint,False,870
Neutral,Confusion,0.6,Technical Support,False,871
Negative,Anger,0.9,Complaint,True,872
Positive,Satisfaction,0.7,Service Information,False,873
Positive,Satisfaction,0.3,Service Information,False,874
Positive,Satisfaction,0.8,Service Information,False,875
Neutral,Confusion,0.6,Technical Support,False,876
Negative,Frustration,0.8,Complaint,True,877
Neutral,Confusion,0.6,Technical Support,False,878
Neutral,Frustration,0.8,Service Information,False,879
Positive,Satisfaction,0.6,Service Information,False,880
Neutral,Confusion,0.7,Technical Support,False,881
Positive,Gratitude,0.2,Complaint,False,882
Negative,Frustration,0.8,Technical Support,True,883
Neutral,Confusion,0.6,Technical Support,False,884
Negative,Frustration,0.8,Complaint,True,885
Positive,Neutral,0.0,Service Information,False,886
Negative,Frustration,0.8,Complaint,True,887
Negative,Frustration,0.8,Technical Support,True,888
Positive,Neutral,0.3,Service Information,False,889
Neutral,Neutral,0.5,Billing,False,890
Positive,Gratitude,0.3,Service Information,False,891
Neutral,Confusion,0.7,Technical Support,False,892
Positive,Gratitude,0.2,Service Information,False,893
Positive,Neutral,0.5,Service Information,False,894
Neutral,Confusion,0.6,Service Information,False,895
Positive,Satisfaction,0.3,Service Information,False,896
Positive,Satisfaction,0.7,Service Information,False,897
Negative,Frustration,0.7,Complaint,True,898
Neutral,Confusion,0.6,Technical Support,False,899
Negative,Frustration,1.0,Complaint,False,900
Negative,Frustration,0.8,Complaint,True,901
Negative,Frustration,0.7,Technical Support,False,902
Neutral,Satisfaction,0.3,Service Information,False,903
Negative,Frustration,0.7,Service Information,False,904
Positive,Satisfaction,0.3,Service Information,False,905
Positive,Satisfaction,0.6,Service Information,False,906
Neutral,Confusion,0.6,Technical Support,False,907
Neutral,Confusion,0.6,Technical Support,False,908
Neutral,Neutral,0.5,Billing,False,909
Positive,Neutral,0.3,Service Information,False,910
Neutral,Confusion,0.6,Technical Support,False,911
Neutral,Confusion,0.6,Technical Support,False,912
Neutral,Confusion,0.6,Technical Support,False,913
Negative,Frustration,0.8,Complaint,True,914
Positive,Satisfaction,0.0,Service Information,False,915
Neutral,Confusion,0.6,Service Information,False,916
Positive,Satisfaction,0.7,Service Information,False,917
Positive,Satisfaction,0.4,Service Information,False,918
Positive,Gratitude,0.0,Service Information,False,919
Neutral,Confusion,0.6,Technical Support,False,920
Neutral,Confusion,0.6,Technical Support,False,921
Positive,Satisfaction,0.3,Service Information,False,922
Neutral,Confusion,0.6,Technical Support,False,923
Positive,Satisfaction,0.3,Service Information,False,924
Positive,Satisfaction,0.3,Service Information,False,925
Positive,Neutral,0.0,Service Information,False,926
Positive,Satisfaction,0.2,Service Information,False,927
Neutral,Confusion,0.7,Technical Support,False,928
Neutral,Confusion,0.6,Technical Support,False,929
Neutral,Confusion,0.7,Technical Support,False,930
Negative,Frustration,0.8,Complaint,True,931
Neutral,Neutral,0.5,Technical Support,False,932
Positive,Gratitude,0.3,Service Information,False,933
Negative,Frustration,0.8,Complaint,True,934
Positive,Neutral,0.6,Service Information,False,935
Positive,Satisfaction,0.3,Service Information,False,936
Negative,Frustration,0.8,Technical Support,True,937
Neutral,Neutral,0.5,Billing,False,938
Neutral,Neutral,0.5,Technical Support,False,939
Neutral,Confusion,0.7,Technical Support,False,940
Neutral,Confusion,0.6,Technical Support,False,941
Positive,Neutral,0.7,Service Information,False,942
Neutral,Confusion,0.6,Technical Support,False,943
Neutral,Confusion,0.6,Technical Support,False,944
Neutral,Confusion,0.6,Technical Support,False,945
Positive,Satisfaction,0.5,Service Information,False,946
Neutral,Confusion,0.7,Technical Support,False,947
Negative,Frustration,1.0,Complaint,True,948
Positive,Neutral,1.0,Service Information,True,949
Negative,Frustration,0.7,Complaint,True,950
Negative,Anger,0.8,Complaint,True,951
Neutral,Confusion,0.6,Technical Support,False,952
Neutral,Confusion,0.6,Technical Support,False,953
Neutral,Confusion,0.6,Service Information,False,954
Positive,Satisfaction,0.8,Billing,False,955
Neutral,Confusion,0.6,Service Information,False,956
Neutral,Confusion,0.7,Service Information,False,957
Positive,Satisfaction,0.3,Service Information,False,958
Positive,Satisfaction,0.4,Service Information,False,959
Negative,Frustration,0.8,Complaint,False,960
Positive,Neutral,0.5,Service Information,False,961
Negative,Frustration,0.8,Complaint,True,962
Positive,Satisfaction,0.7,Service Information,False,963
Neutral,Neutral,0.6,Service Information,False,964
Positive,Satisfaction,0.7,Service Information,False,965
Neutral,Confusion,0.6,Technical Support,False,966
Positive,Gratitude,0.3,Service Information,False,967
Positive,Satisfaction,0.5,Service Information,False,968
Positive,Neutral,0.6,Service Information,False,969
Neutral,Confusion,0.6,Technical Support,False,970
Positive,Gratitude,0.8,Technical Support,False,971
Positive,Neutral,0.5,Technical Support,False,972
Positive,Neutral,0.8,Service Information,False,973
Positive,Neutral,0.3,Service Information,False,974
Negative,Frustration,0.8,Complaint,True,975
Negative,Anger,0.9,Complaint,True,976
Negative,Frustration,0.8,Complaint,True,977
Neutral,Confusion,0.6,Technical Support,False,978
Neutral,Confusion,0.6,Billing,False,979
Negative,Frustration,0.8,Complaint,True,980
Negative,Frustration,0.8,Complaint,True,981
Negative,Frustration,1.0,Complaint,True,982
Neutral,Confusion,0.6,Technical Support,False,983
Neutral,Confusion,0.7,Service Information,False,984
Neutral,Satisfaction,0.3,Service Information,False,985
Negative,Frustration,0.6,Complaint,False,986
Negative,Frustration,0.8,Service Information,True,987
Neutral,Confusion,0.6,Technical Support,False,988
Positive,Neutral,0.8,Service Information,False,989
Positive,Gratitude,0.0,Service Information,False,990
Neutral,Confusion,0.7,Technical Support,False,991
Neutral,Confusion,0.6,Service Information,False,992
Positive,Satisfaction,0.5,Service Information,False,993
Neutral,Confusion,0.7,Service Information,False,994
Positive,Satisfaction,0.5,Service Information,False,995
Neutral,Confusion,0.6,Technical Support,False,996
Positive,Neutral,0.3,Service Information,False,997
Positive,Gratitude,0.2,Service Information,False,998
Neutral,Confusion,0.5,Service Information,False,999
Positive,Gratitude,0.2,Service Information,False,1000
Negative,Frustration,0.7,Complaint,True,1001
Positive,Satisfaction,0.6,Service Information,False,1002
Positive,Satisfaction,0.5,Service Information,False,1003
Negative,Frustration,1.0,Complaint,True,1004
Positive,Gratitude,0.3,Service Information,False,1005
Neutral,Confusion,0.6,Technical Support,False,1006
Negative,Frustration,0.8,Service Information,False,1007
Positive,Neutral,0.3,Service Information,False,1008
Positive,Neutral,0.2,Technical Support,False,1009
Neutral,Neutral,0.5,Complaint,False,1010
Neutral,Confusion,0.7,Technical Support,False,1011
Neutral,Neutral,0.5,Service Information,False,1012
Positive,Satisfaction,0.3,Service Information,False,1013
Positive,Gratitude,0.2,Service Information,False,1014
Positive,Neutral,0.3,Service Information,False,1015
Neutral,Confusion,0.5,Service Information,False,1016
Neutral,Confusion,0.7,Technical Support,False,1017
Positive,Gratitude,0.0,Service Information,False,1018
Positive,Satisfaction,0.3,Service Information,False,1019
Negative,Frustration,0.8,Complaint,True,1020
Positive,Neutral,0.3,Service Information,False,1021
Positive,Neutral,0.3,Service Information,False,1022
Negative,Frustration,0.8,Technical Support,True,1023
Neutral,Confusion,0.4,Service Information,False,1024
Negative,Frustration,0.8,Technical Support,True,1025
Neutral,Confusion,0.7,Service Information,False,1026
Positive,Satisfaction,0.1,Service Information,False,1027
Positive,Neutral,0.5,Service Information,False,1028
Negative,Frustration,0.8,Complaint,False,1029
Neutral,Confusion,0.7,Technical Support,False,1030
Positive,Confusion,0.5,Service Information,False,1031
Negative,Confusion,0.8,Technical Support,False,1032
Neutral,Confusion,0.8,Service Information,False,1033
Neutral,Neutral,0.4,Technical Support,False,1034
Neutral,Confusion,0.6,Technical Support,False,1035
Neutral,Neutral,0.5,Service Information,False,1036
Neutral,Confusion,0.6,Service Information,False,1037
Neutral,Frustration,0.8,Service Information,False,1038
Neutral,Confusion,0.6,Service Information,False,1039
Neutral,Neutral,0.5,Billing,False,1040
Positive,Neutral,0.3,Service Information,False,1041
Positive,Neutral,0.5,Service Information,False,1042
Positive,Satisfaction,0.1,Service Information,False,1043
Neutral,Confusion,0.7,Service Information,False,1044
Neutral,Confusion,0.5,Service Information,False,1045
Positive,Satisfaction,0.5,Service Information,False,1046
Positive,Satisfaction,0.7,Service Information,False,1047
Positive,Satisfaction,0.3,Service Information,False,1048
Positive,Gratitude,0.8,Service Information,False,1049
Positive,Satisfaction,0.8,Service Information,False,1050
Neutral,Confusion,0.6,Technical Support,False,1051
Negative,Frustration,0.9,Complaint,True,1052
Positive,Satisfaction,0.2,Service Information,False,1053
Neutral,Frustration,0.6,Billing,False,1054
Positive,Gratitude,0.3,Service Information,False,1055
Positive,Gratitude,0.3,Service Information,False,1056
Positive,Neutral,0.7,Service Information,False,1057
Negative,Frustration,0.7,Complaint,True,1058
Neutral,Confusion,0.5,Complaint,False,1059
Positive,Gratitude,0.4,Service Information,False,1060
Neutral,Neutral,0.7,Service Information,False,1061
Positive,Satisfaction,0.8,Service Information,False,1062
Positive,Neutral,0.3,Service Information,False,1063
Positive,Neutral,0.8,Service Information,False,1064
Neutral,Confusion,0.6,Technical Support,False,1065
Negative,Neutral,0.8,Complaint,True,1066
Negative,Frustration,0.8,Complaint,True,1067
Neutral,Confusion,0.3,Service Information,False,1068
Positive,Satisfaction,0.6,Service Information,False,1069
Positive,Gratitude,0.0,Service Information,False,1070
Neutral,Confusion,0.6,Technical Support,False,1071
Neutral,Confusion,0.5,Technical Support,False,1072
Negative,Frustration,0.8,Technical Support,True,1073
Positive,Satisfaction,0.7,Technical Support,False,1074
Neutral,Confusion,0.6,Service Information,False,1075
Neutral,Neutral,0.5,Technical Support,False,1076
Positive,Neutral,0.5,Technical Support,False,1077
Positive,Satisfaction,0.3,Service Information,False,1078
Neutral,Neutral,0.5,Technical Support,False,1079
Neutral,Confusion,0.7,Service Information,False,1080
Neutral,Neutral,0.5,Service Information,False,1081
Neutral,Confusion,0.6,Technical Support,False,1082
Neutral,Confusion,0.6,Technical Support,False,1083
Neutral,Confusion,0.7,Technical Support,False,1084
Neutral,Confusion,0.7,Service Information,False,1085
Neutral,Confusion,0.7,Service Information,False,1086
Negative,Frustration,0.9,Complaint,True,1087
Positive,Satisfaction,0.5,Service Information,False,1088
Neutral,Confusion,0.6,Technical Support,False,1089
Positive,Neutral,0.6,Service Information,False,1090
Positive,Satisfaction,0.2,Service Information,False,1091
Positive,Satisfaction,0.6,Service Information,False,1092
Neutral,Confusion,0.6,Technical Support,False,1093
Neutral,Confusion,0.6,Technical Support,False,1094
Positive,Satisfaction,0.5,Service Information,False,1095
Positive,Satisfaction,0.2,Service Information,False,1096
Neutral,Confusion,0.6,Technical Support,False,1097
Neutral,Confusion,0.6,Technical Support,False,1098
Negative,Frustration,0.7,Service Information,False,1099
Neutral,Confusion,0.3,Service Information,False,1100
Positive,Satisfaction,0.3,Service Information,False,1101
Neutral,Confusion,0.7,Service Information,False,1102
Neutral,Confusion,0.3,Service Information,False,1103
Negative,Frustration,0.8,Complaint,True,1104
Neutral,Confusion,0.6,Technical Support,False,1105
Neutral,Confusion,0.6,Technical Support,False,1106
Positive,Satisfaction,0.7,Service Information,False,1107
Neutral,Confusion,0.6,Technical Support,False,1108
Positive,Satisfaction,0.5,Service Information,False,1109
Positive,Satisfaction,0.3,Service Information,False,1110
Positive,Satisfaction,0.7,Service Information,False,1111
Positive,Satisfaction,0.2,Service Information,False,1112
Positive,Satisfaction,0.7,Service Information,False,1113
Positive,Gratitude,0.5,Billing,False,1114
Negative,Frustration,0.7,Complaint,True,1115
Positive,Satisfaction,0.2,Service Information,False,1116
Negative,Frustration,0.7,Complaint,True,1117
Positive,Satisfaction,0.3,Service Information,False,1118
Negative,Frustration,0.8,Complaint,True,1119
Positive,Satisfaction,0.5,Other,False,1120
Neutral,Confusion,0.6,Technical Support,False,1121
Neutral,Frustration,0.8,Complaint,True,1122
Positive,Satisfaction,0.3,Service Information,False,1123
Positive,Satisfaction,0.6,Service Information,False,1124
Neutral,Confusion,0.4,Service Information,False,1125
Negative,Frustration,0.7,Technical Support,False,1126
Negative,Frustration,0.8,Complaint,True,1127
Neutral,Confusion,0.5,Service Information,False,1128
Positive,Satisfaction,0.3,Service Information,False,1129
Positive,Satisfaction,0.7,Service Information,False,1130
Positive,Neutral,0.3,Technical Support,False,1131
Neutral,Confusion,0.7,Technical Support,False,1132
Neutral,Neutral,0.5,Technical Support,False,1133
Neutral,Confusion,0.7,Technical Support,False,1134
Neutral,Confusion,0.4,Service Information,False,1135
Negative,Neutral,0.7,Complaint,True,1136
Neutral,Confusion,0.7,Technical Support,False,1137
Negative,Frustration,0.8,Complaint,True,1138
Neutral,Frustration,0.7,Service Information,False,1139
Positive,Satisfaction,0.3,Service Information,False,1140
Neutral,Confusion,0.7,Billing,False,1141
Neutral,Confusion,0.7,Technical Support,False,1142
Neutral,Satisfaction,0.5,Service Information,False,1143
Neutral,Neutral,0.5,Technical Support,False,1144
Positive,Satisfaction,0.3,Service Information,False,1145
Neutral,Confusion,0.5,Service Information,False,1146
Neutral,Confusion,0.6,Technical Support,False,1147
Negative,Frustration,0.8,Complaint,True,1148
Neutral,Frustration,0.7,Service Information,False,1149
Neutral,Confusion,0.7,Service Information,False,1150
Positive,Satisfaction,0.3,Service Information,False,1151
Negative,Frustration,0.8,Complaint,False,1152
Positive,Satisfaction,0.3,Service Information,False,1153
Neutral,Neutral,0.5,Technical Support,False,1154
Positive,Satisfaction,0.3,Service Information,False,1155
Negative,Frustration,0.7,Service Information,False,1156
Neutral,Confusion,0.7,Service Information,False,1157
Positive,Satisfaction,0.2,Service Information,False,1158
Neutral,Confusion,0.5,Technical Support,False,1159
Positive,Neutral,0.3,Service Information,False,1160
Neutral,Confusion,0.7,Service Information,False,1161
Negative,Frustration,0.9,Complaint,True,1162
Positive,Satisfaction,0.4,Service Information,False,1163
Neutral,Confusion,0.6,Technical Support,False,1164
Positive,Satisfaction,0.6,Service Information,False,1165
Positive,Neutral,0.3,Service Information,False,1166
Neutral,Confusion,0.6,Service Information,False,1167
Neutral,Confusion,0.5,Service Information,False,1168
Positive,Satisfaction,0.3,Service Information,False,1169
Positive,Satisfaction,0.8,Service Information,False,1170
Positive,Gratitude,0.0,Service Information,False,1171
Negative,Frustration,0.7,Complaint,True,1172
Positive,Satisfaction,0.2,Service Information,False,1173
Neutral,Confusion,0.5,Technical Support,False,1174
Neutral,Confusion,0.6,Technical Support,False,1175
Neutral,Confusion,0.7,Technical Support,False,1176
Positive,Gratitude,0.2,Service Information,False,1177
Neutral,Confusion,0.4,Service Information,False,1178
Neutral,Confusion,0.6,Technical Support,False,1179
Negative,Frustration,0.8,Complaint,True,1180
Positive,Neutral,0.2,Service Information,False,1181
Positive,Satisfaction,0.2,Service Information,False,1182
Positive,Satisfaction,0.8,Service Information,False,1183
Positive,Satisfaction,0.2,Service Information,False,1184
Neutral,Gratitude,0.6,Service Information,False,1185
Positive,Gratitude,0.2,Service Information,False,1186
Positive,Neutral,0.6,Technical Support,False,1187
Neutral,Satisfaction,0.5,Service Information,False,1188
Neutral,Neutral,0.5,Technical Support,False,1189
Positive,Gratitude,0.7,Service Information,False,1190
Positive,Gratitude,0.2,Service Information,False,1191
Neutral,Confusion,0.7,Service Information,False,1192
Positive,Gratitude,0.7,Service Information,False,1193
Neutral,Confusion,0.9,Technical Support,False,1194
Neutral,Confusion,0.7,Technical Support,False,1195
Positive,Satisfaction,0.3,Service Information,False,1196
